candidate_accession	representative_accession
XP_005387248.1	XP_005387248.1
XP_005387970.1	XP_005387970.1
XP_005387971.1	XP_005387971.1
XP_005387972.1	XP_005387972.1
XP_005388322.2	XP_005388322.2
XP_005388325.2	XP_005388325.2
XP_005398632.1	XP_005398632.1
XP_005398633.1	XP_005398633.1
XP_005398634.1	XP_005398634.1
XP_005398635.1	XP_005398635.1
XP_005398636.1	XP_005398636.1
XP_005407126.2	XP_005407126.2
XP_005407127.2	XP_005407127.2
XP_005414852.1	XP_005414852.1
XP_005426940.1	XP_005426940.1
XP_005427984.1	XP_005427984.1
XP_005434532.3	XP_005434532.3
XP_005434533.3	XP_005434533.3
XP_005444661.2	XP_005444661.2
XP_005450611.1	XP_005450611.1
XP_005459875.1	XP_005459875.1
XP_005468331.1	XP_005468331.1
XP_005471702.1	XP_005471702.1
XP_005473306.1	XP_005473306.1
XP_005480410.4	XP_005480410.4
XP_005484323.2	XP_005484323.2
XP_005484324.2	XP_005484324.2
XP_005489867.1	XP_005489867.1
XP_005492189.2	XP_005492189.2
XP_005506004.1	XP_005506004.1
XP_005508101.2	XP_005508101.2
XP_005513366.2	XP_005513366.2
XP_005521218.1	XP_005521218.1
XP_005522680.1	XP_005522680.1
XP_005533564.2	XP_005533564.2
XP_005539526.1	XP_005539526.1
XP_005543414.2	XP_005543414.2
XP_005543415.2	XP_005543415.2
XP_005543416.2	XP_005543416.2
XP_005543417.2	XP_005543417.2
XP_005543418.2	XP_005543418.2
XP_005543419.2	XP_005543419.2
XP_005543420.2	XP_005543420.2
XP_005543421.2	XP_005543421.2
XP_005543422.2	XP_005543422.2
XP_005556632.2	XP_005556632.2
XP_005557309.2	XP_005557309.2
XP_005557314.2	XP_005557314.2
XP_005564958.2	XP_005564958.2
XP_005577644.3	XP_005577644.3
XP_005582128.3	XP_005582128.3
XP_005582131.3	XP_005582131.3
XP_005598295.1	XP_005598295.1
XP_005604411.2	XP_005604411.2
XP_005604412.2	XP_005604412.2
XP_005615850.1	XP_005615850.1
XP_005615852.1	XP_005615852.1
XP_005615853.1	XP_005615853.1
XP_005617633.2	XP_005617633.2
XP_005617634.2	XP_005617634.2
XP_005618232.1	XP_005618232.1
XP_005618233.1	XP_005618233.1
XP_005631681.1	XP_005631681.1
XP_005639738.2	XP_005639738.2
XP_005639739.2	XP_005639739.2
XP_005644804.1	XP_005644804.1
XP_005646054.1	XP_005646054.1
XP_005647929.1	XP_005647929.1
XP_005660853.3	XP_005660853.3
XP_005661572.1	XP_005661572.1
XP_005678461.2	XP_005678461.2
XP_005684186.1	XP_005684186.1
XP_005684187.1	XP_005684187.1
XP_005684188.1	XP_005684188.1
XP_005684189.1	XP_005684189.1
XP_005685133.2	XP_005685133.2
XP_005685142.2	XP_005685142.2
XP_005688068.2	XP_005688068.2
XP_005707015.1	XP_005707015.1
XP_005707457.1	XP_005707457.1
XP_005708772.1	XP_005708772.1
XP_005711485.1	XP_005711485.1
XP_005711830.1	XP_005711830.1
XP_005718582.1	XP_005718582.1
XP_005721695.1	XP_005721695.1
XP_005722335.1	XP_005722335.1
XP_005727680.1	XP_005727680.1
XP_005738211.1	XP_005738211.1
XP_005744671.1	XP_005744671.1
XP_005745534.1	XP_005745534.1
XP_005750345.1	XP_005750345.1
XP_005756740.1	XP_005756740.1
XP_005761589.1	XP_005761589.1
XP_005765084.1	XP_005765084.1
XP_005767553.1	XP_005767553.1
XP_005768257.1	XP_005768257.1
XP_005772830.1	XP_005772830.1
XP_005779585.1	XP_005779585.1
XP_005796241.1	XP_005796241.1
XP_005801063.1	XP_005801063.1
XP_005817825.1	XP_005817825.1
XP_005824635.1	XP_005824635.1
XP_005831329.1	XP_005831329.1
XP_005836114.1	XP_005836114.1
XP_005837147.1	XP_005837147.1
XP_005837928.1	XP_005837928.1
XP_005839390.1	XP_005839390.1
XP_005841882.1	XP_005841882.1
XP_005842993.1	XP_005842993.1
XP_005846091.1	XP_005846091.1
XP_005846892.1	XP_005846892.1
XP_005852427.1	XP_005852427.1
XP_005857535.1	XP_005857535.1
XP_005857952.1	XP_005857952.1
XP_005857953.1	XP_005857953.1
XP_005858140.1	XP_005858140.1
XP_005858141.1	XP_005858141.1
XP_005868318.1	XP_005868318.1
XP_005868319.1	XP_005868319.1
XP_005868320.1	XP_005868320.1
XP_005872526.1	XP_005872526.1
XP_005876608.1	XP_005876608.1
XP_005880370.2	XP_005880370.2
XP_005902703.2	XP_005902703.2
XP_005902704.2	XP_005902704.2
XP_005904893.2	XP_005904893.2
XP_005913047.1	XP_005913047.1
XP_005932857.1	XP_005932857.1
XP_005936094.1	XP_005936094.1
XP_005937344.1	XP_005937344.1
XP_005947255.1	XP_005947255.1
XP_005996421.1	XP_005996421.1
XP_005996422.1	XP_005996422.1
XP_005997657.1	XP_005997657.1
XP_005997658.1	XP_005997658.1
XP_005997659.1	XP_005997659.1
XP_006000217.1	XP_006000217.1
XP_006001967.1	XP_006001967.1
XP_006006033.1	XP_006006033.1
XP_006006035.1	XP_006006035.1
XP_006006036.1	XP_006006036.1
XP_006006037.1	XP_006006037.1
XP_006013296.1	XP_006013296.1
XP_006021481.1	XP_006021481.1
XP_006025077.1	XP_006025077.1
XP_006032019.1	XP_006032019.1
XP_006043257.3	XP_006043257.3
XP_006049008.2	XP_006049008.2
XP_006049009.2	XP_006049009.2
XP_006054034.3	XP_006054034.3
XP_006054038.3	XP_006054038.3
XP_006054039.3	XP_006054039.3
XP_006066910.3	XP_006066910.3
XP_006067838.2	XP_006067838.2
XP_006081535.1	XP_006081535.1
XP_006081536.1	XP_006081536.1
XP_006086709.1	XP_006086709.1
XP_006102188.1	XP_006102188.1
XP_006118300.2	XP_006118300.2
XP_006121206.2	XP_006121206.2
XP_006127358.2	XP_006127358.2
XP_006127359.2	XP_006127359.2
XP_006127360.2	XP_006127360.2
XP_006127361.2	XP_006127361.2
XP_006127362.2	XP_006127362.2
XP_006127363.2	XP_006127363.2
XP_006127364.2	XP_006127364.2
XP_006139822.1	XP_006139822.1
XP_006139904.1	XP_006139904.1
XP_006143582.1	XP_006143582.1
XP_006154847.2	XP_006154847.2
XP_006154848.2	XP_006154848.2
XP_006154849.2	XP_006154849.2
XP_006154850.2	XP_006154850.2
XP_006154851.2	XP_006154851.2
XP_006156648.1	XP_006156648.1
XP_006177973.1	XP_006177973.1
XP_006181823.1	XP_006181823.1
XP_006183594.2	XP_006183594.2
XP_006187373.2	XP_006187373.2
XP_006197667.1	XP_006197667.1
XP_006207920.2	XP_006207920.2
XP_006207921.2	XP_006207921.2
XP_006214924.2	XP_006214924.2
XP_006215992.1	XP_006215992.1
XP_006231840.1	XP_006231840.1
XP_006253593.1	XP_006253593.1
XP_006271195.3	XP_006271195.3
XP_006271928.1	XP_006271928.1
XP_006273271.2	XP_006273271.2
XP_006280286.1	XP_006280286.1
XP_006290622.1	XP_006290622.1
XP_006295859.1	XP_006295859.1
XP_006296116.1	XP_006296116.1
XP_006338856.1	XP_006338856.1
XP_006352078.1	XP_006352078.1
XP_006362956.1	XP_006362956.1
XP_006397741.1	XP_006397741.1
XP_006401665.1	XP_006401665.1
XP_006435620.1	XP_006435620.1
XP_006451882.1	XP_006451882.1
XP_006453908.1	XP_006453908.1
XP_006455572.1	XP_006455572.1
XP_006456115.1	XP_006456115.1
XP_006457792.1	XP_006457792.1
XP_006486408.1	XP_006486408.1
XP_006490961.2	XP_006490961.2
XP_006503043.1	XP_006503043.1
XP_006503046.1	XP_006503046.1
XP_006517250.1	XP_006517250.1
XP_006530893.1	XP_006530893.1
XP_006530896.1	XP_006530896.1
XP_006564876.1	XP_006564876.1
XP_006591354.1	XP_006591354.1
XP_006624317.1	XP_006624317.1
XP_006624419.1	XP_006624419.1
XP_006626679.3	XP_006626679.3
XP_006626837.3	XP_006626837.3
XP_006638342.2	XP_006638342.2
XP_006641546.2	XP_006641546.2
XP_006646192.2	XP_006646192.2
XP_006646477.1	XP_006646477.1
XP_006646478.1	XP_006646478.1
XP_006659702.1	XP_006659702.1
XP_006665655.1	XP_006665655.1
XP_006670371.1	XP_006670371.1
XP_006670492.1	XP_006670492.1
XP_006680218.1	XP_006680218.1
XP_006688512.1	XP_006688512.1
XP_006690971.1	XP_006690971.1
XP_006693665.1	XP_006693665.1
XP_006717346.1	XP_006717346.1
XP_006730390.2	XP_006730390.2
XP_006735724.1	XP_006735724.1
XP_006735765.2	XP_006735765.2
XP_006735766.2	XP_006735766.2
XP_006742410.1	XP_006742410.1
XP_006759553.1	XP_006759553.1
XP_006759555.1	XP_006759555.1
XP_006759558.1	XP_006759558.1
XP_006768384.1	XP_006768384.1
XP_006768385.1	XP_006768385.1
XP_006768386.1	XP_006768386.1
XP_006768387.1	XP_006768387.1
XP_006768388.1	XP_006768388.1
XP_006770982.1	XP_006770982.1
XP_006772814.1	XP_006772814.1
XP_006775531.1	XP_006775531.1
XP_006775532.1	XP_006775532.1
XP_006777109.1	XP_006777109.1
XP_006779833.1	XP_006779833.1
XP_006784220.1	XP_006784220.1
XP_006790070.1	XP_006790070.1
XP_006801061.1	XP_006801061.1
XP_006803698.1	XP_006803698.1
XP_006804455.1	XP_006804455.1
XP_006804571.1	XP_006804571.1
XP_006806721.1	XP_006806721.1
XP_006806722.1	XP_006806722.1
XP_006824330.1	XP_006824330.1
XP_006825661.1	XP_006825661.1
XP_006829140.1	XP_006829140.1
XP_006839835.1	XP_006839835.1
XP_006839836.1	XP_006839836.1
XP_006839837.1	XP_006839837.1
XP_006839838.1	XP_006839838.1
XP_006844884.1	XP_006844884.1
XP_006846360.2	XP_006846360.2
XP_006867688.1	XP_006867688.1
XP_006874089.1	XP_006874089.1
XP_006874448.1	XP_006874448.1
XP_006875025.1	XP_006875025.1
XP_006875026.1	XP_006875026.1
XP_006875117.1	XP_006875117.1
XP_006875245.1	XP_006875245.1
XP_006879745.1	XP_006879745.1
XP_006879746.1	XP_006879746.1
XP_006882572.1	XP_006882572.1
XP_006882573.1	XP_006882573.1
XP_006887177.1	XP_006887177.1
XP_006889912.1	XP_006889912.1
XP_006899893.1	XP_006899893.1
XP_006900927.1	XP_006900927.1
XP_006900928.1	XP_006900928.1
XP_006903189.1	XP_006903189.1
XP_006903190.1	XP_006903190.1
XP_006908809.1	XP_006908809.1
XP_006911274.1	XP_006911274.1
XP_006916138.1	XP_006916138.1
XP_006917201.1	XP_006917201.1
XP_006917202.1	XP_006917202.1
XP_006919263.1	XP_006919263.1
XP_006919264.1	XP_006919264.1
XP_006924237.2	XP_006924237.2
XP_006927873.1	XP_006927873.1
XP_006927876.1	XP_006927876.1
XP_006956168.1	XP_006956168.1
XP_006957852.1	XP_006957852.1
XP_006958906.1	XP_006958906.1
XP_006962245.1	XP_006962245.1
XP_006965104.1	XP_006965104.1
XP_006967826.1	XP_006967826.1
XP_006971829.1	XP_006971829.1
XP_006971829.2	XP_006971829.2
XP_006971830.1	XP_006971830.1
XP_006971830.2	XP_006971830.2
XP_006977793.1	XP_006977793.1
XP_006977793.2	XP_006977793.2
XP_006977794.1	XP_006977794.1
XP_006977794.2	XP_006977794.2
XP_006977795.1	XP_006977795.1
XP_006977795.2	XP_006977795.2
XP_006981763.1	XP_006981763.1
XP_006981840.1	XP_006981840.1
XP_006981841.1	XP_006981841.1
XP_006995263.1	XP_006995263.1
XP_007000459.1	XP_007000459.1
XP_007005349.1	XP_007005349.1
XP_007007262.1	XP_007007262.1
XP_007009280.1	XP_007009280.1
XP_007051991.2	XP_007051991.2
XP_007059717.2	XP_007059717.2
XP_007066759.1	XP_007066759.1
XP_007077263.1	XP_007077263.1
XP_007079871.1	XP_007079871.1
XP_007079872.1	XP_007079872.1
XP_007092037.2	XP_007092037.2
XP_007092809.2	XP_007092809.2
XP_007103012.2	XP_007103012.2
XP_007103016.1	XP_007103016.1
XP_007103018.1	XP_007103018.1
XP_007113824.3	XP_007113824.3
XP_007121433.1	XP_007121433.1
XP_007167677.2	XP_007167677.2
XP_007167678.2	XP_007167678.2
XP_007175927.1	XP_007175927.1
XP_007175929.1	XP_007175929.1
XP_007177016.2	XP_007177016.2
XP_007177017.2	XP_007177017.2
XP_007177018.2	XP_007177018.2
XP_007177019.2	XP_007177019.2
XP_007177020.2	XP_007177020.2
XP_007188490.2	XP_007188490.2
XP_007211537.1	XP_007211537.1
XP_007214457.2	XP_007214457.2
XP_007220456.1	XP_007220456.1
XP_007220905.1	XP_007220905.1
XP_007244898.3	XP_007244898.3
XP_007255211.3	XP_007255211.3
XP_007261853.1	XP_007261853.1
XP_007264728.1	XP_007264728.1
XP_007265131.1	XP_007265131.1
XP_007267683.1	XP_007267683.1
XP_007288456.2	XP_007288456.2
XP_007296187.1	XP_007296187.1
XP_007307086.1	XP_007307086.1
XP_007307639.1	XP_007307639.1
XP_007310725.1	XP_007310725.1
XP_007322161.1	XP_007322161.1
XP_007325921.1	XP_007325921.1
XP_007326127.1	XP_007326127.1
XP_007332722.1	XP_007332722.1
XP_007334386.1	XP_007334386.1
XP_007360772.1	XP_007360772.1
XP_007361473.1	XP_007361473.1
XP_007367060.1	XP_007367060.1
XP_007372751.1	XP_007372751.1
XP_007385304.1	XP_007385304.1
XP_007395577.1	XP_007395577.1
XP_007397984.1	XP_007397984.1
XP_007399053.1	XP_007399053.1
XP_007412201.1	XP_007412201.1
XP_007416777.1	XP_007416777.1
XP_007426469.1	XP_007426469.1
XP_007429302.1	XP_007429302.1
XP_007438008.1	XP_007438008.1
XP_007440740.1	XP_007440740.1
XP_007440742.1	XP_007440742.1
XP_007440958.1	XP_007440958.1
XP_007441079.1	XP_007441079.1
XP_007451713.1	XP_007451713.1
XP_007451714.1	XP_007451714.1
XP_007456169.1	XP_007456169.1
XP_007456170.1	XP_007456170.1
XP_007459541.1	XP_007459541.1
XP_007459667.1	XP_007459667.1
XP_007459668.1	XP_007459668.1
XP_007459669.1	XP_007459669.1
XP_007462216.1	XP_007462216.1
XP_007470966.1	XP_007470966.1
XP_007472033.1	XP_007472033.1
XP_007472034.1	XP_007472034.1
XP_007486861.2	XP_007486861.2
XP_007486862.1	XP_007486862.1
XP_007497970.1	XP_007497970.1
XP_007497972.1	XP_007497972.1
XP_007510735.1	XP_007510735.1
XP_007514974.1	XP_007514974.1
XP_007520606.2	XP_007520606.2
XP_007526400.1	XP_007526400.1
XP_007536737.2	XP_007536737.2
XP_007537940.2	XP_007537940.2
XP_007538494.2	XP_007538494.2
XP_007552208.1	XP_007552208.1
XP_007557954.1	XP_007557954.1
XP_007559345.1	XP_007559345.1
XP_007559682.1	XP_007559682.1
XP_007563784.1	XP_007563784.1
XP_007563785.1	XP_007563785.1
XP_007570959.1	XP_007570959.1
XP_007574855.1	XP_007574855.1
XP_007605348.1	XP_007605348.1
XP_007605756.1	XP_007605756.1
XP_007638464.1	XP_007638464.1
XP_007638465.1	XP_007638465.1
XP_007640534.1	XP_007640534.1
XP_007640535.1	XP_007640535.1
XP_007647545.1	XP_007647545.1
XP_007648150.1	XP_007648150.1
XP_007648930.1	XP_007648930.1
XP_007648938.1	XP_007648938.1
XP_007648943.1	XP_007648943.1
XP_007673653.1	XP_007673653.1
XP_007679896.1	XP_007679896.1
XP_007679948.1	XP_007679948.1
XP_007685299.1	XP_007685299.1
XP_007687565.1	XP_007687565.1
XP_007688467.1	XP_007688467.1
XP_007700797.1	XP_007700797.1
XP_007703335.1	XP_007703335.1
XP_007705972.1	XP_007705972.1
XP_007709304.1	XP_007709304.1
XP_007711183.1	XP_007711183.1
XP_007716961.1	XP_007716961.1
XP_007722719.1	XP_007722719.1
XP_007726729.1	XP_007726729.1
XP_007727574.1	XP_007727574.1
XP_007734503.1	XP_007734503.1
XP_007735568.1	XP_007735568.1
XP_007736236.1	XP_007736236.1
XP_007743311.1	XP_007743311.1
XP_007746005.1	XP_007746005.1
XP_007746721.1	XP_007746721.1
XP_007755338.1	XP_007755338.1
XP_007757740.1	XP_007757740.1
XP_007762067.1	XP_007762067.1
XP_007762614.1	XP_007762614.1
XP_007763991.1	XP_007763991.1
XP_007773114.1	XP_007773114.1
XP_007779974.1	XP_007779974.1
XP_007780713.1	XP_007780713.1
XP_007783653.1	XP_007783653.1
XP_007801908.1	XP_007801908.1
XP_007805028.1	XP_007805028.1
XP_007805709.1	XP_007805709.1
XP_007810737.2	XP_007810737.2
XP_007814529.2	XP_007814529.2
XP_007818907.1	XP_007818907.1
XP_007825954.2	XP_007825954.2
XP_007831807.1	XP_007831807.1
XP_007840734.1	XP_007840734.1
XP_007860646.1	XP_007860646.1
XP_007863124.1	XP_007863124.1
XP_007865860.1	XP_007865860.1
XP_007872835.1	XP_007872835.1
XP_007873976.1	XP_007873976.1
XP_007875434.1	XP_007875434.1
XP_007877345.1	XP_007877345.1
XP_007879753.1	XP_007879753.1
XP_007880728.1	XP_007880728.1
XP_007887629.1	XP_007887629.1
XP_007887630.1	XP_007887630.1
XP_007890275.1	XP_007890275.1
XP_007890278.1	XP_007890278.1
XP_007898722.1	XP_007898722.1
XP_007898723.1	XP_007898723.1
XP_007898724.1	XP_007898724.1
XP_007906237.2	XP_007906237.2
XP_007911322.1	XP_007911322.1
XP_007915972.1	XP_007915972.1
XP_007920958.1	XP_007920958.1
XP_007924184.1	XP_007924184.1
XP_007943078.2	XP_007943078.2
XP_007945169.2	XP_007945169.2
XP_007950108.1	XP_007950108.1
XP_007953992.1	XP_007953992.1
XP_007967849.3	XP_007967849.3
XP_007967853.3	XP_007967853.3
XP_007974602.1	XP_007974602.1
XP_007974645.1	XP_007974645.1
XP_007974660.1	XP_007974660.1
XP_007976930.1	XP_007976930.1
XP_007976931.1	XP_007976931.1
XP_007976932.1	XP_007976932.1
XP_007976933.1	XP_007976933.1
XP_007976934.1	XP_007976934.1
XP_007976936.1	XP_007976936.1
XP_007976938.1	XP_007976938.1
XP_007976939.1	XP_007976939.1
XP_007976940.1	XP_007976940.1
XP_008000870.1	XP_008000870.1
XP_008029007.1	XP_008029007.1
XP_008029810.1	XP_008029810.1
XP_008029956.1	XP_008029956.1
XP_008036636.1	XP_008036636.1
XP_008040598.1	XP_008040598.1
XP_008041423.1	XP_008041423.1
XP_008055202.1	XP_008055202.1
XP_008055203.1	XP_008055203.1
XP_008056418.1	XP_008056418.1
XP_008056420.1	XP_008056420.1
XP_008058916.1	XP_008058916.1
XP_008060648.1	XP_008060648.1
XP_008064654.1	XP_008064654.1
XP_008064655.1	XP_008064655.1
XP_008065742.1	XP_008065742.1
XP_008065743.1	XP_008065743.1
XP_008065744.1	XP_008065744.1
XP_008065746.1	XP_008065746.1
XP_008065747.1	XP_008065747.1
XP_008072023.1	XP_008072023.1
XP_008073078.1	XP_008073078.1
XP_008075007.1	XP_008075007.1
XP_008086092.1	XP_008086092.1
XP_008088251.1	XP_008088251.1
XP_008094635.1	XP_008094635.1
XP_008100524.1	XP_008100524.1
XP_008110583.2	XP_008110583.2
XP_008148626.2	XP_008148626.2
XP_008158972.2	XP_008158972.2
XP_008160022.3	XP_008160022.3
XP_008160201.1	XP_008160201.1
XP_008161101.2	XP_008161101.2
XP_008172327.1	XP_008172327.1
XP_008172328.1	XP_008172328.1
XP_008187015.2	XP_008187015.2
XP_008187016.2	XP_008187016.2
XP_008191588.1	XP_008191588.1
XP_008195200.1	XP_008195200.1
XP_008195304.1	XP_008195304.1
XP_008200928.1	XP_008200928.1
XP_008206276.1	XP_008206276.1
XP_008207093.1	XP_008207093.1
XP_008207094.1	XP_008207094.1
XP_008207096.1	XP_008207096.1
XP_008211725.2	XP_008211725.2
XP_008213344.1	XP_008213344.1
XP_008226638.1	XP_008226638.1
XP_008227694.1	XP_008227694.1
XP_008227695.1	XP_008227695.1
XP_008227696.1	XP_008227696.1
XP_008232824.1	XP_008232824.1
XP_008233482.1	XP_008233482.1
XP_008233483.1	XP_008233483.1
XP_008260089.2	XP_008260089.2
XP_008260091.2	XP_008260091.2
XP_008263459.2	XP_008263459.2
XP_008263465.2	XP_008263465.2
XP_008263466.2	XP_008263466.2
XP_008272597.2	XP_008272597.2
XP_008279697.1	XP_008279697.1
XP_008280012.1	XP_008280012.1
XP_008280014.1	XP_008280014.1
XP_008286359.1	XP_008286359.1
XP_008288024.1	XP_008288024.1
XP_008291631.1	XP_008291631.1
XP_008293103.1	XP_008293103.1
XP_008293389.1	XP_008293389.1
XP_008300828.1	XP_008300828.1
XP_008300829.1	XP_008300829.1
XP_008305618.2	XP_008305618.2
XP_008321472.1	XP_008321472.1
XP_008329455.1	XP_008329455.1
XP_008334553.1	XP_008334553.1
XP_008335424.1	XP_008335424.1
XP_008336746.1	XP_008336746.1
XP_008336747.1	XP_008336747.1
XP_008342981.2	XP_008342981.2
XP_008366936.3	XP_008366936.3
XP_008403768.1	XP_008403768.1
XP_008416285.1	XP_008416285.1
XP_008417055.1	XP_008417055.1
XP_008419657.1	XP_008419657.1
XP_008419658.1	XP_008419658.1
XP_008430394.2	XP_008430394.2
XP_008436075.2	XP_008436075.2
XP_008436076.2	XP_008436076.2
XP_008436740.2	XP_008436740.2
XP_008452466.2	XP_008452466.2
XP_008460141.1	XP_008460141.1
XP_008461703.2	XP_008461703.2
XP_008461706.2	XP_008461706.2
XP_008486592.1	XP_008486592.1
XP_008530386.1	XP_008530386.1
XP_008534050.2	XP_008534050.2
XP_008551848.1	XP_008551848.1
XP_008553783.1	XP_008553783.1
XP_008555871.1	XP_008555871.1
XP_008555872.1	XP_008555872.1
XP_008559711.2	XP_008559711.2
XP_008561208.1	XP_008561208.1
XP_008561211.1	XP_008561211.1
XP_008567713.1	XP_008567713.1
XP_008567714.1	XP_008567714.1
XP_008571703.1	XP_008571703.1
XP_008572370.1	XP_008572370.1
XP_008572373.1	XP_008572373.1
XP_008576334.1	XP_008576334.1
XP_008576335.1	XP_008576335.1
XP_008576336.1	XP_008576336.1
XP_008576530.1	XP_008576530.1
XP_008576590.1	XP_008576590.1
XP_008576658.1	XP_008576658.1
XP_008576726.1	XP_008576726.1
XP_008576797.1	XP_008576797.1
XP_008584357.1	XP_008584357.1
XP_008584358.1	XP_008584358.1
XP_008586798.1	XP_008586798.1
XP_008596832.1	XP_008596832.1
XP_008597947.1	XP_008597947.1
XP_008604362.1	XP_008604362.1
XP_008607174.1	XP_008607174.1
XP_008607805.1	XP_008607805.1
XP_008613268.1	XP_008613268.1
XP_008616227.1	XP_008616227.1
XP_008619911.1	XP_008619911.1
XP_008622396.1	XP_008622396.1
XP_008622757.2	XP_008622757.2
XP_008623381.1	XP_008623381.1
XP_008631262.1	XP_008631262.1
XP_008635430.1	XP_008635430.1
XP_008635431.1	XP_008635431.1
XP_008636639.1	XP_008636639.1
XP_008644883.1	XP_008644883.1
XP_008651260.1	XP_008651260.1
XP_008673212.1	XP_008673212.1
XP_008675218.1	XP_008675218.1
XP_008682114.2	XP_008682114.2
XP_008697416.2	XP_008697416.2
XP_008697417.2	XP_008697417.2
XP_008697418.2	XP_008697418.2
XP_008697419.2	XP_008697419.2
XP_008700858.2	XP_008700858.2
XP_008700859.2	XP_008700859.2
XP_008705723.2	XP_008705723.2
XP_008709244.1	XP_008709244.1
XP_008709248.1	XP_008709248.1
XP_008714998.1	XP_008714998.1
XP_008717219.1	XP_008717219.1
XP_008723922.1	XP_008723922.1
XP_008727826.1	XP_008727826.1
XP_008730922.1	XP_008730922.1
XP_008769686.1	XP_008769686.1
XP_008777451.1	XP_008777451.1
XP_008777465.1	XP_008777465.1
XP_008783591.2	XP_008783591.2
XP_008798250.2	XP_008798250.2
XP_008798251.2	XP_008798251.2
XP_008815645.1	XP_008815645.1
XP_008815937.1	XP_008815937.1
XP_008817327.1	XP_008817327.1
XP_008826527.1	XP_008826527.1
XP_008831308.1	XP_008831308.1
XP_008831311.1	XP_008831311.1
XP_008832797.1	XP_008832797.1
XP_008835761.1	XP_008835761.1
XP_008848745.1	XP_008848745.1
XP_008851550.1	XP_008851550.1
XP_008851551.1	XP_008851551.1
XP_008854832.1	XP_008854832.1
XP_008857851.1	XP_008857851.1
XP_008858606.1	XP_008858606.1
XP_008859681.1	XP_008859681.1
XP_008863540.1	XP_008863540.1
XP_008864725.1	XP_008864725.1
XP_008864726.1	XP_008864726.1
XP_008867690.1	XP_008867690.1
XP_008867691.1	XP_008867691.1
XP_008869976.1	XP_008869976.1
XP_008872951.1	XP_008872951.1
XP_008875065.1	XP_008875065.1
XP_008876106.1	XP_008876106.1
XP_008876107.1	XP_008876107.1
XP_008876878.1	XP_008876878.1
XP_008876879.1	XP_008876879.1
XP_008878364.1	XP_008878364.1
XP_008878365.1	XP_008878365.1
XP_008878366.1	XP_008878366.1
XP_008878367.1	XP_008878367.1
XP_008878368.1	XP_008878368.1
XP_008878369.1	XP_008878369.1
XP_008878370.1	XP_008878370.1
XP_008878371.1	XP_008878371.1
XP_008878372.1	XP_008878372.1
XP_008891394.1	XP_008891394.1
XP_008892307.1	XP_008892307.1
XP_008892308.1	XP_008892308.1
XP_008894020.1	XP_008894020.1
XP_008897394.1	XP_008897394.1
XP_008902287.1	XP_008902287.1
XP_008907239.1	XP_008907239.1
XP_008911422.1	XP_008911422.1
XP_008911423.1	XP_008911423.1
XP_008921073.2	XP_008921073.2
XP_008932442.3	XP_008932442.3
XP_008935477.1	XP_008935477.1
XP_008939825.1	XP_008939825.1
XP_008945958.1	XP_008945958.1
XP_008947235.1	XP_008947235.1
XP_008948249.1	XP_008948249.1
XP_008952141.1	XP_008952141.1
XP_008958316.2	XP_008958316.2
XP_008966154.4	XP_008966154.4
XP_008971461.2	XP_008971461.2
XP_008984094.2	XP_008984094.2
XP_008990148.1	XP_008990148.1
XP_008994336.2	XP_008994336.2
XP_008994345.2	XP_008994345.2
XP_008998371.3	XP_008998371.3
XP_008998372.2	XP_008998372.2
XP_008999469.1	XP_008999469.1
XP_008999470.1	XP_008999470.1
XP_008999473.1	XP_008999473.1
XP_009006577.1	XP_009006577.1
XP_009006580.1	XP_009006580.1
XP_009014086.1	XP_009014086.1
